,GameID,Date,Team,Opponent,Location,Rank,Opponent Rank
2051,2025-11-21-Detroit Mercy-vs-Michigan State-m,2025-11-21,Michigan State,Detroit Mercy,Home, 17 ,NR
2052,2025-11-21-Presbyterian-vs-UCLA-m,2025-11-21,Presbyterian,UCLA,Away,NR, 19 
2053,2025-11-21-Presbyterian-vs-UCLA-m,2025-11-21,UCLA,Presbyterian,Home, 19 ,NR
2054,2025-11-21-Jackson State-vs-Arkansas-m,2025-11-21,Jackson State,Arkansas,Away,NR, 21 
2055,2025-11-21-Jackson State-vs-Arkansas-m,2025-11-21,Arkansas,Jackson State,Home, 21 ,NR
2056,2025-11-21-Morehead State-vs-ETSU-m,2025-11-21,Morehead State,ETSU,Away,NR,NR
2057,2025-11-21-Morehead State-vs-ETSU-m,2025-11-21,ETSU,Morehead State,Home,NR,NR
2058,2025-11-21-Georgia Southern-vs-Florida State-m,2025-11-21,Georgia Southern,Florida State,Away,NR,NR
2059,2025-11-21-Georgia Southern-vs-Florida State-m,2025-11-21,Florida State,Georgia Southern,Home,NR,NR
2060,2025-11-21-Arizona State-vs-Hawaii-m,2025-11-21,Arizona State,Hawaii,Away,NR,NR
2061,2025-11-21-Arizona State-vs-Hawaii-m,2025-11-21,Hawaii,Arizona State,Home,NR,NR
2062,2025-11-21-Central Connecticut-vs-Rutgers-m,2025-11-21,Central Connecticut,Rutgers,Away,NR,NR
2063,2025-11-21-Central Connecticut-vs-Rutgers-m,2025-11-21,Rutgers,Central Connecticut,Home,NR,NR
2064,2025-11-21-Lafayette-vs-Stonehill-m,2025-11-21,Lafayette,Stonehill,Away,NR,NR
2065,2025-11-21-Lafayette-vs-Stonehill-m,2025-11-21,Stonehill,Lafayette,Home,NR,NR
2066,2025-11-21-USC Upstate-vs-West Georgia-m,2025-11-21,USC Upstate,West Georgia,Away,NR,NR
2067,2025-11-21-USC Upstate-vs-West Georgia-m,2025-11-21,West Georgia,USC Upstate,Home,NR,NR
2068,2025-11-21-Erskine-vs-Wofford-m,2025-11-21,Erskine,Wofford,Away,NR,NR
2069,2025-11-21-Erskine-vs-Wofford-m,2025-11-21,Wofford,Erskine,Home,NR,NR
2070,2025-11-21-South Alabama-vs-UAB-m,2025-11-21,South Alabama,UAB,Away,NR,NR
2071,2025-11-21-South Alabama-vs-UAB-m,2025-11-21,UAB,South Alabama,Home,NR,NR
2072,2025-11-21-Buena Vista-vs-Drake-m,2025-11-21,Buena Vista,Drake,Away,NR,NR
2073,2025-11-21-Buena Vista-vs-Drake-m,2025-11-21,Drake,Buena Vista,Home,NR,NR
2074,2025-11-21-UC-Davis-vs-Colorado-m,2025-11-21,UC-Davis,Colorado,Away,NR,NR
2075,2025-11-21-UC-Davis-vs-Colorado-m,2025-11-21,Colorado,UC-Davis,Home,NR,NR
2076,2025-11-21-Denver-vs-Colorado State-m,2025-11-21,Denver,Colorado State,Away,NR,NR
2077,2025-11-21-Denver-vs-Colorado State-m,2025-11-21,Colorado State,Denver,Home,NR,NR
2078,2025-11-21-Sacramento State-vs-California-m,2025-11-21,Sacramento State,California,Away,NR,NR
2079,2025-11-21-Sacramento State-vs-California-m,2025-11-21,California,Sacramento State,Home,NR,NR
2080,2025-11-21-Southern-vs-San Jose State-m,2025-11-21,Southern,San Jose State,Away,NR,NR
2081,2025-11-21-Southern-vs-San Jose State-m,2025-11-21,San Jose State,Southern,Home,NR,NR
2082,2025-11-21-Regent-vs-William & Mary-m,2025-11-21,Regent,William & Mary,Away,NR,NR
2083,2025-11-21-Regent-vs-William & Mary-m,2025-11-21,William & Mary,Regent,Home,NR,NR
2084,2025-11-21-Green Bay-vs-Yale-m,2025-11-21,Green Bay,Yale,Away,NR,NR
2085,2025-11-21-Green Bay-vs-Yale-m,2025-11-21,Yale,Green Bay,Home,NR,NR
2086,2025-11-21-Utah State-vs-Tulane-m,2025-11-21,Utah State,Tulane,Away,NR,NR
2087,2025-11-21-Utah State-vs-Tulane-m,2025-11-21,Tulane,Utah State,Home,NR,NR
2088,2025-11-21-IU Indianapolis-vs-Alabama State-m,2025-11-21,IU Indianapolis,Alabama State,Away,NR,NR
2089,2025-11-21-IU Indianapolis-vs-Alabama State-m,2025-11-21,Alabama State,IU Indianapolis,Home,NR,NR
2090,2025-11-21-Butler-vs-South Carolina-m,2025-11-21,Butler,South Carolina,Away,NR,NR
2091,2025-11-21-Butler-vs-South Carolina-m,2025-11-21,South Carolina,Butler,Home,NR,NR
2092,2025-11-21-Davidson-vs-Boston College-m,2025-11-21,Davidson,Boston College,Away,NR,NR
2093,2025-11-21-Davidson-vs-Boston College-m,2025-11-21,Boston College,Davidson,Home,NR,NR
2094,2025-11-21-UT Arlington-vs-Campbell-m,2025-11-21,UT Arlington,Campbell,Away,NR,NR
2095,2025-11-21-UT Arlington-vs-Campbell-m,2025-11-21,Campbell,UT Arlington,Home,NR,NR
2096,2025-11-21-UMass-vs-College of Charleston-m,2025-11-21,UMass,College of Charleston,Away,NR,NR
2097,2025-11-21-UMass-vs-College of Charleston-m,2025-11-21,College of Charleston,UMass,Home,NR,NR
2098,2025-11-21-Iona-vs-Akron-m,2025-11-21,Iona,Akron,Away,NR,NR
2099,2025-11-21-Iona-vs-Akron-m,2025-11-21,Akron,Iona,Home,NR,NR
2100,2025-11-21-Justice College-vs-Idaho State-m,2025-11-21,Justice College,Idaho State,Away,NR,NR
2101,2025-11-21-Justice College-vs-Idaho State-m,2025-11-21,Idaho State,Justice College,Home,NR,NR
2102,2025-11-21-Northwestern-vs-Virginia-m,2025-11-21,Northwestern,Virginia,Away,NR,NR
2103,2025-11-21-Northwestern-vs-Virginia-m,2025-11-21,Virginia,Northwestern,Home,NR,NR
2104,2025-11-21-SIU-Edwardsville-vs-Air Force-m,2025-11-21,SIU-Edwardsville,Air Force,Away,NR,NR
2105,2025-11-21-SIU-Edwardsville-vs-Air Force-m,2025-11-21,Air Force,SIU-Edwardsville,Home,NR,NR
2106,2025-11-21-Charlotte-vs-Appalachian State-m,2025-11-21,Charlotte,Appalachian State,Away,NR,NR
2107,2025-11-21-Charlotte-vs-Appalachian State-m,2025-11-21,Appalachian State,Charlotte,Home,NR,NR
2108,2025-11-21-West Virginia-vs-Clemson-m,2025-11-21,West Virginia,Clemson,Away,NR,NR
2109,2025-11-21-West Virginia-vs-Clemson-m,2025-11-21,Clemson,West Virginia,Home,NR,NR
2110,2025-11-21-Oakland-vs-Eastern Michigan-m,2025-11-21,Oakland,Eastern Michigan,Away,NR,NR
2111,2025-11-21-Oakland-vs-Eastern Michigan-m,2025-11-21,Eastern Michigan,Oakland,Home,NR,NR
2112,2025-11-21-Columbia-vs-Lehigh-m,2025-11-21,Columbia,Lehigh,Away,NR,NR
2113,2025-11-21-Columbia-vs-Lehigh-m,2025-11-21,Lehigh,Columbia,Home,NR,NR
2114,2025-11-21-Fisk-vs-Belmont-m,2025-11-21,Fisk,Belmont,Away,NR,NR
2115,2025-11-21-Fisk-vs-Belmont-m,2025-11-21,Belmont,Fisk,Home,NR,NR
2116,2025-11-21-Maryland-Eastern Shore-vs-Canisius-m,2025-11-21,Maryland-Eastern Shore,Canisius,Away,NR,NR
2117,2025-11-21-Maryland-Eastern Shore-vs-Canisius-m,2025-11-21,Canisius,Maryland-Eastern Shore,Home,NR,NR
2118,2025-11-21-Penn-vs-Drexel-m,2025-11-21,Penn,Drexel,Away,NR,NR
2119,2025-11-21-Penn-vs-Drexel-m,2025-11-21,Drexel,Penn,Home,NR,NR
2120,2025-11-21-Charleston Southern-vs-East Carolina-m,2025-11-21,Charleston Southern,East Carolina,Away,NR,NR
2121,2025-11-21-Charleston Southern-vs-East Carolina-m,2025-11-21,East Carolina,Charleston Southern,Home,NR,NR
2122,2025-11-21-Army-vs-Marist-m,2025-11-21,Army,Marist,Away,NR,NR
2123,2025-11-21-Army-vs-Marist-m,2025-11-21,Marist,Army,Home,NR,NR
2124,2025-11-21-Wake Forest-vs-Memphis-m,2025-11-21,Wake Forest,Memphis,Away,NR,NR
2125,2025-11-21-Wake Forest-vs-Memphis-m,2025-11-21,Memphis,Wake Forest,Home,NR,NR
2126,2025-11-21-New Mexico-vs-Mississippi State-m,2025-11-21,New Mexico,Mississippi State,Away,NR,NR
2127,2025-11-21-New Mexico-vs-Mississippi State-m,2025-11-21,Mississippi State,New Mexico,Home,NR,NR
2128,2025-11-21-Northern Colorado-vs-St. Thomas-m,2025-11-21,Northern Colorado,St. Thomas,Away,NR,NR
2129,2025-11-21-Northern Colorado-vs-St. Thomas-m,2025-11-21,St. Thomas,Northern Colorado,Home,NR,NR
2130,2025-11-21-Morgan State-vs-Old Dominion-m,2025-11-21,Morgan State,Old Dominion,Away,NR,NR
2131,2025-11-21-Morgan State-vs-Old Dominion-m,2025-11-21,Old Dominion,Morgan State,Home,NR,NR
2132,2025-11-21-UNC Wilmington-vs-Radford-m,2025-11-21,UNC Wilmington,Radford,Away,NR,NR
2133,2025-11-21-UNC Wilmington-vs-Radford-m,2025-11-21,Radford,UNC Wilmington,Home,NR,NR
2134,2025-11-21-Holy Cross-vs-Sacred Heart-m,2025-11-21,Holy Cross,Sacred Heart,Away,NR,NR
2135,2025-11-21-Holy Cross-vs-Sacred Heart-m,2025-11-21,Sacred Heart,Holy Cross,Home,NR,NR
2136,2025-11-21-Albany (NY)-vs-Siena-m,2025-11-21,Albany (NY),Siena,Away,NR,NR
2137,2025-11-21-Albany (NY)-vs-Siena-m,2025-11-21,Siena,Albany (NY),Home,NR,NR
2138,2025-11-21-Coastal Carolina-vs-Western Illinois-m,2025-11-21,Coastal Carolina,Western Illinois,Away,NR,NR
2139,2025-11-21-Coastal Carolina-vs-Western Illinois-m,2025-11-21,Western Illinois,Coastal Carolina,Home,NR,NR
2140,2025-11-21-Grambling-vs-California Baptist-m,2025-11-21,Grambling,California Baptist,Away,NR,NR
2141,2025-11-21-Grambling-vs-California Baptist-m,2025-11-21,California Baptist,Grambling,Home,NR,NR
2142,2025-11-21-Omaha-vs-LSU-m,2025-11-21,Omaha,LSU,Away,NR,NR
2143,2025-11-21-Omaha-vs-LSU-m,2025-11-21,LSU,Omaha,Home,NR,NR
2144,2025-11-21-Northern Illinois-vs-Loyola (IL)-m,2025-11-21,Northern Illinois,Loyola (IL),Away,NR,NR
2145,2025-11-21-Northern Illinois-vs-Loyola (IL)-m,2025-11-21,Loyola (IL),Northern Illinois,Home,NR,NR
2146,2025-11-21-Hampton-vs-Norfolk State-m,2025-11-21,Hampton,Norfolk State,Away,NR,NR
2147,2025-11-21-Hampton-vs-Norfolk State-m,2025-11-21,Norfolk State,Hampton,Home,NR,NR
2148,2025-11-21-Evansville-vs-Oregon State-m,2025-11-21,Evansville,Oregon State,Away,NR,NR
2149,2025-11-21-Evansville-vs-Oregon State-m,2025-11-21,Oregon State,Evansville,Home,NR,NR
2150,2025-11-21-Purdue Fort Wayne-vs-Saint Louis-m,2025-11-21,Purdue Fort Wayne,Saint Louis,Away,NR,NR
2151,2025-11-21-Purdue Fort Wayne-vs-Saint Louis-m,2025-11-21,Saint Louis,Purdue Fort Wayne,Home,NR,NR
2152,2025-11-21-Georgia State-vs-South Dakota State-m,2025-11-21,Georgia State,South Dakota State,Away,NR,NR
2153,2025-11-21-Georgia State-vs-South Dakota State-m,2025-11-21,South Dakota State,Georgia State,Home,NR,NR
2154,2025-11-21-Arkansas State-vs-SMU-m,2025-11-21,Arkansas State,SMU,Away,NR,NR
2155,2025-11-21-Arkansas State-vs-SMU-m,2025-11-21,SMU,Arkansas State,Home,NR,NR
2156,2025-11-21-Manhattan-vs-Texas A&M-m,2025-11-21,Manhattan,Texas A&M,Away,NR,NR
2157,2025-11-21-Manhattan-vs-Texas A&M-m,2025-11-21,Texas A&M,Manhattan,Home,NR,NR
2158,2025-11-21-Little Rock-vs-Texas State-m,2025-11-21,Little Rock,Texas State,Away,NR,NR
2159,2025-11-21-Little Rock-vs-Texas State-m,2025-11-21,Texas State,Little Rock,Home,NR,NR
2160,2025-11-21-Austin Peay-vs-Tulsa-m,2025-11-21,Austin Peay,Tulsa,Away,NR,NR
2161,2025-11-21-Austin Peay-vs-Tulsa-m,2025-11-21,Tulsa,Austin Peay,Home,NR,NR
2162,2025-11-21-Nobel University-vs-Utah Tech-m,2025-11-21,Nobel University,Utah Tech,Away,NR,NR
2163,2025-11-21-Nobel University-vs-Utah Tech-m,2025-11-21,Utah Tech,Nobel University,Home,NR,NR
2164,2025-11-21-New Orleans-vs-Fresno State-m,2025-11-21,New Orleans,Fresno State,Away,NR,NR
2165,2025-11-21-New Orleans-vs-Fresno State-m,2025-11-21,Fresno State,New Orleans,Home,NR,NR
2166,2025-11-21-Georgia-vs-Xavier-m,2025-11-21,Georgia,Xavier,Away,NR,NR
2167,2025-11-21-Georgia-vs-Xavier-m,2025-11-21,Xavier,Georgia,Home,NR,NR
2168,2025-11-21-Northwestern State-vs-Grand Canyon-m,2025-11-21,Northwestern State,Grand Canyon,Away,NR,NR
2169,2025-11-21-Northwestern State-vs-Grand Canyon-m,2025-11-21,Grand Canyon,Northwestern State,Home,NR,NR
2170,2025-11-21-Nebraska-vs-Kansas State-m,2025-11-21,Nebraska,Kansas State,Away,NR,NR
2171,2025-11-21-Nebraska-vs-Kansas State-m,2025-11-21,Kansas State,Nebraska,Home,NR,NR
2172,2025-11-21-Samford-vs-New Mexico State-m,2025-11-21,Samford,New Mexico State,Away,NR,NR
2173,2025-11-21-Samford-vs-New Mexico State-m,2025-11-21,New Mexico State,Samford,Home,NR,NR
2174,2025-11-21-Stephen F. Austin-vs-Pepperdine-m,2025-11-21,Stephen F. Austin,Pepperdine,Away,NR,NR
2175,2025-11-21-Stephen F. Austin-vs-Pepperdine-m,2025-11-21,Pepperdine,Stephen F. Austin,Home,NR,NR
2176,2025-11-21-Cal State Fullerton-vs-Portland-m,2025-11-21,Cal State Fullerton,Portland,Away,NR,NR
2177,2025-11-21-Cal State Fullerton-vs-Portland-m,2025-11-21,Portland,Cal State Fullerton,Home,NR,NR
2178,2025-11-21-Montana State-vs-Long Beach State-m,2025-11-21,Montana State,Long Beach State,Away,NR,NR
2179,2025-11-21-Montana State-vs-Long Beach State-m,2025-11-21,Long Beach State,Montana State,Home,NR,NR
2180,2025-11-21-UC-Riverside-vs-San Diego-m,2025-11-21,UC-Riverside,San Diego,Away,NR,NR
2181,2025-11-21-UC-Riverside-vs-San Diego-m,2025-11-21,San Diego,UC-Riverside,Home,NR,NR
2182,2025-11-21-Louisiana-vs-Santa Clara-m,2025-11-21,Louisiana,Santa Clara,Away,NR,NR
2183,2025-11-21-Louisiana-vs-Santa Clara-m,2025-11-21,Santa Clara,Louisiana,Home,NR,NR
2184,2025-11-21-Seattle-vs-Stanford-m,2025-11-21,Seattle,Stanford,Away,NR,NR
2185,2025-11-21-Seattle-vs-Stanford-m,2025-11-21,Stanford,Seattle,Home,NR,NR
2186,2025-11-22-LIU-vs-Illinois-m,2025-11-22,LIU,Illinois,Away,NR, 8 
2187,2025-11-22-LIU-vs-Illinois-m,2025-11-22,Illinois,LIU,Home, 8 ,NR
2188,2025-11-22-North Carolina Central-vs-Dayton-m,2025-11-22,North Carolina Central,Dayton,Away,NR,NR
2189,2025-11-22-North Carolina Central-vs-Dayton-m,2025-11-22,Dayton,North Carolina Central,Home,NR,NR
2190,2025-11-22-Mercer-vs-Eastern Kentucky-m,2025-11-22,Mercer,Eastern Kentucky,Away,NR,NR
2191,2025-11-22-Mercer-vs-Eastern Kentucky-m,2025-11-22,Eastern Kentucky,Mercer,Home,NR,NR
2192,2025-11-22-Ball State-vs-Indiana State-m,2025-11-22,Ball State,Indiana State,Away,NR,NR
2193,2025-11-22-Ball State-vs-Indiana State-m,2025-11-22,Indiana State,Ball State,Home,NR,NR
2194,2025-11-22-Gardner-Webb-vs-Richmond-m,2025-11-22,Gardner-Webb,Richmond,Away,NR,NR
2195,2025-11-22-Gardner-Webb-vs-Richmond-m,2025-11-22,Richmond,Gardner-Webb,Home,NR,NR
2196,2025-11-22-VMI-vs-Stetson-m,2025-11-22,VMI,Stetson,Away,NR,NR
2197,2025-11-22-VMI-vs-Stetson-m,2025-11-22,Stetson,VMI,Home,NR,NR
2198,2025-11-22-Coppin State-vs-VCU-m,2025-11-22,Coppin State,VCU,Away,NR,NR
2199,2025-11-22-Coppin State-vs-VCU-m,2025-11-22,VCU,Coppin State,Home,NR,NR
2200,2025-11-22-Western Carolina-vs-Lipscomb-m,2025-11-22,Western Carolina,Lipscomb,Away,NR,NR
2201,2025-11-22-Western Carolina-vs-Lipscomb-m,2025-11-22,Lipscomb,Western Carolina,Home,NR,NR
2202,2025-11-22-UT-Martin-vs-Prairie View-m,2025-11-22,UT-Martin,Prairie View,Away,NR,NR
2203,2025-11-22-UT-Martin-vs-Prairie View-m,2025-11-22,Prairie View,UT-Martin,Home,NR,NR
2204,2025-11-22-Milwaukee-vs-Wichita State-m,2025-11-22,Milwaukee,Wichita State,Away,NR,NR
2205,2025-11-22-Milwaukee-vs-Wichita State-m,2025-11-22,Wichita State,Milwaukee,Home,NR,NR
2206,2025-11-22-UCSB-vs-Nevada-m,2025-11-22,UCSB,Nevada,Away,NR,NR
2207,2025-11-22-UCSB-vs-Nevada-m,2025-11-22,Nevada,UCSB,Home,NR,NR
2208,2025-11-22-Wagner-vs-Georgetown-m,2025-11-22,Wagner,Georgetown,Away,NR,NR
2209,2025-11-22-Wagner-vs-Georgetown-m,2025-11-22,Georgetown,Wagner,Home,NR,NR
2210,2025-11-22-NJIT-vs-Navy-m,2025-11-22,NJIT,Navy,Away,NR,NR
2211,2025-11-22-NJIT-vs-Navy-m,2025-11-22,Navy,NJIT,Home,NR,NR
2212,2025-11-22-Harvard-vs-Boston University-m,2025-11-22,Harvard,Boston University,Away,NR,NR
2213,2025-11-22-Harvard-vs-Boston University-m,2025-11-22,Boston University,Harvard,Home,NR,NR
2214,2025-11-22-Fairfield-vs-Le Moyne-m,2025-11-22,Fairfield,Le Moyne,Away,NR,NR
2215,2025-11-22-Fairfield-vs-Le Moyne-m,2025-11-22,Le Moyne,Fairfield,Home,NR,NR
2216,2025-11-22-VTSU Lyndon-vs-New Haven-m,2025-11-22,VTSU Lyndon,New Haven,Away,NR,NR
2217,2025-11-22-VTSU Lyndon-vs-New Haven-m,2025-11-22,New Haven,VTSU Lyndon,Home,NR,NR
2218,2025-11-22-Cleveland State-vs-Kent State-m,2025-11-22,Cleveland State,Kent State,Away,NR,NR
2219,2025-11-22-Cleveland State-vs-Kent State-m,2025-11-22,Kent State,Cleveland State,Home,NR,NR
2220,2025-11-22-Central Michigan-vs-Marquette-m,2025-11-22,Central Michigan,Marquette,Away,NR,NR
2221,2025-11-22-Central Michigan-vs-Marquette-m,2025-11-22,Marquette,Central Michigan,Home,NR,NR
2222,2025-11-22-UMass-Lowell-vs-St. Peter's-m,2025-11-22,UMass-Lowell,St. Peter's,Away,NR,NR
2223,2025-11-22-UMass-Lowell-vs-St. Peter's-m,2025-11-22,St. Peter's,UMass-Lowell,Home,NR,NR
2224,2025-11-22-Howard Payne-vs-Texas A&M-Corpus Christi-m,2025-11-22,Howard Payne,Texas A&M-Corpus Christi,Away,NR,NR
2225,2025-11-22-Howard Payne-vs-Texas A&M-Corpus Christi-m,2025-11-22,Texas A&M-Corpus Christi,Howard Payne,Home,NR,NR
2226,2025-11-22-Maryland-Eastern Shore-vs-Binghamton-m,2025-11-22,Maryland-Eastern Shore,Binghamton,Away,NR,NR
2227,2025-11-22-Maryland-Eastern Shore-vs-Binghamton-m,2025-11-22,Binghamton,Maryland-Eastern Shore,Home,NR,NR
2228,2025-11-22-Green Bay-vs-UMass-m,2025-11-22,Green Bay,UMass,Away,NR,NR
2229,2025-11-22-Green Bay-vs-UMass-m,2025-11-22,UMass,Green Bay,Home,NR,NR
2230,2025-11-22-Nicholls State-vs-Oklahoma State-m,2025-11-22,Nicholls State,Oklahoma State,Away,NR,NR
2231,2025-11-22-Nicholls State-vs-Oklahoma State-m,2025-11-22,Oklahoma State,Nicholls State,Home,NR,NR
2232,2025-11-22-Schreiner-vs-Sam Houston-m,2025-11-22,Schreiner,Sam Houston,Away,NR,NR
2233,2025-11-22-Schreiner-vs-Sam Houston-m,2025-11-22,Sam Houston,Schreiner,Home,NR,NR
2234,2025-11-22-Mississippi Valley State-vs-Cal State Bakersfield-m,2025-11-22,Mississippi Valley State,Cal State Bakersfield,Away,NR,NR
2235,2025-11-22-Mississippi Valley State-vs-Cal State Bakersfield-m,2025-11-22,Cal State Bakersfield,Mississippi Valley State,Home,NR,NR
2236,2025-11-22-North Alabama-vs-Chattanooga-m,2025-11-22,North Alabama,Chattanooga,Away,NR,NR
2237,2025-11-22-North Alabama-vs-Chattanooga-m,2025-11-22,Chattanooga,North Alabama,Home,NR,NR
2238,2025-11-22-Northeastern-vs-Duquesne-m,2025-11-22,Northeastern,Duquesne,Away,NR,NR
2239,2025-11-22-Northeastern-vs-Duquesne-m,2025-11-22,Duquesne,Northeastern,Home,NR,NR
2240,2025-11-22-Niagara-vs-Howard-m,2025-11-22,Niagara,Howard,Away,NR,NR
2241,2025-11-22-Niagara-vs-Howard-m,2025-11-22,Howard,Niagara,Home,NR,NR
2242,2025-11-22-Providence-vs-Penn State-m,2025-11-22,Providence,Penn State,Away,NR,NR
2243,2025-11-22-Providence-vs-Penn State-m,2025-11-22,Penn State,Providence,Home,NR,NR
2244,2025-11-22-St. Thomas-vs-Cal State Fullerton-m,2025-11-22,St. Thomas,Cal State Fullerton,Away,NR,NR
2245,2025-11-22-St. Thomas-vs-Cal State Fullerton-m,2025-11-22,Cal State Fullerton,St. Thomas,Home,NR,NR
2246,2025-11-22-Southern Indiana-vs-UIC-m,2025-11-22,Southern Indiana,UIC,Away,NR,NR
2247,2025-11-22-Southern Indiana-vs-UIC-m,2025-11-22,UIC,Southern Indiana,Home,NR,NR
2248,2025-11-22-Lancaster Bible-vs-La Salle-m,2025-11-22,Lancaster Bible,La Salle,Away,NR,NR
2249,2025-11-22-Lancaster Bible-vs-La Salle-m,2025-11-22,La Salle,Lancaster Bible,Home,NR,NR
2250,2025-11-22-San Francisco-vs-Minnesota-m,2025-11-22,San Francisco,Minnesota,Away,NR,NR
2251,2025-11-22-San Francisco-vs-Minnesota-m,2025-11-22,Minnesota,San Francisco,Home,NR,NR
2252,2025-11-22-Texas-Rio Grande Valley-vs-Missouri State-m,2025-11-22,Texas-Rio Grande Valley,Missouri State,Away,NR,NR
2253,2025-11-22-Texas-Rio Grande Valley-vs-Missouri State-m,2025-11-22,Missouri State,Texas-Rio Grande Valley,Home,NR,NR
2254,2025-11-22-Iona-vs-Oregon State-m,2025-11-22,Iona,Oregon State,Away,NR,NR
2255,2025-11-22-Iona-vs-Oregon State-m,2025-11-22,Oregon State,Iona,Home,NR,NR
2256,2025-11-22-Coastal Carolina-vs-North Dakota-m,2025-11-22,Coastal Carolina,North Dakota,Away,NR,NR
2257,2025-11-22-Coastal Carolina-vs-North Dakota-m,2025-11-22,North Dakota,Coastal Carolina,Home,NR,NR
2258,2025-11-22-Incarnate Word-vs-High Point-m,2025-11-22,Incarnate Word,High Point,Away,NR,NR
2259,2025-11-22-Incarnate Word-vs-High Point-m,2025-11-22,High Point,Incarnate Word,Home,NR,NR
2260,2025-11-22-Morehead State-vs-Louisiana-Monroe-m,2025-11-22,Morehead State,Louisiana-Monroe,Away,NR,NR
2261,2025-11-22-Morehead State-vs-Louisiana-Monroe-m,2025-11-22,Louisiana-Monroe,Morehead State,Home,NR,NR
2262,2025-11-22-North Florida-vs-Southern Miss-m,2025-11-22,North Florida,Southern Miss,Away,NR,NR
2263,2025-11-22-North Florida-vs-Southern Miss-m,2025-11-22,Southern Miss,North Florida,Home,NR,NR
2264,2025-11-22-Northern Colorado-vs-Portland-m,2025-11-22,Northern Colorado,Portland,Away,NR,NR
2265,2025-11-22-Northern Colorado-vs-Portland-m,2025-11-22,Portland,Northern Colorado,Home,NR,NR
2266,2025-11-22-Nobel University-vs-Southern Utah-m,2025-11-22,Nobel University,Southern Utah,Away,NR,NR
2267,2025-11-22-Nobel University-vs-Southern Utah-m,2025-11-22,Southern Utah,Nobel University,Home,NR,NR
2268,2025-11-22-Eastern Oregon-vs-Idaho-m,2025-11-22,Eastern Oregon,Idaho,Away,NR,NR
2269,2025-11-22-Eastern Oregon-vs-Idaho-m,2025-11-22,Idaho,Eastern Oregon,Home,NR,NR
2270,2025-11-22-UT Arlington-vs-Weber State-m,2025-11-22,UT Arlington,Weber State,Away,NR,NR
2271,2025-11-22-UT Arlington-vs-Weber State-m,2025-11-22,Weber State,UT Arlington,Home,NR,NR
2272,2025-11-22-Northern Iowa-vs-UC-Irvine-m,2025-11-22,Northern Iowa,UC-Irvine,Away,NR,NR
2273,2025-11-22-Northern Iowa-vs-UC-Irvine-m,2025-11-22,UC-Irvine,Northern Iowa,Home,NR,NR
2274,2025-11-22-UC Merced-vs-Saint Mary's-m,2025-11-22,UC Merced,Saint Mary's,Away,NR,NR
2275,2025-11-22-UC Merced-vs-Saint Mary's-m,2025-11-22,Saint Mary's,UC Merced,Home,NR,NR
2276,2025-11-23-Bryant-vs-UConn-m,2025-11-23,Bryant,UConn,Away,NR, 3 
2277,2025-11-23-Bryant-vs-UConn-m,2025-11-23,UConn,Bryant,Home, 3 ,NR
2278,2025-11-23-Howard-vs-Duke-m,2025-11-23,Howard,Duke,Away,NR, 5 
2279,2025-11-23-Howard-vs-Duke-m,2025-11-23,Duke,Howard,Home, 5 ,NR
2280,2025-11-23-Louisiana-Monroe-vs-ETSU-m,2025-11-23,Louisiana-Monroe,ETSU,Away,NR,NR
2281,2025-11-23-Louisiana-Monroe-vs-ETSU-m,2025-11-23,ETSU,Louisiana-Monroe,Home,NR,NR
2282,2025-11-23-Queens (NC)-vs-Furman-m,2025-11-23,Queens (NC),Furman,Away,NR,NR
2283,2025-11-23-Queens (NC)-vs-Furman-m,2025-11-23,Furman,Queens (NC),Home,NR,NR
2284,2025-11-23-West Georgia-vs-Georgia Tech-m,2025-11-23,West Georgia,Georgia Tech,Away,NR,NR
2285,2025-11-23-West Georgia-vs-Georgia Tech-m,2025-11-23,Georgia Tech,West Georgia,Home,NR,NR
2286,2025-11-23-Coastal Carolina-vs-Illinois State-m,2025-11-23,Coastal Carolina,Illinois State,Away,NR,NR
2287,2025-11-23-Coastal Carolina-vs-Illinois State-m,2025-11-23,Illinois State,Coastal Carolina,Home,NR,NR
2288,2025-11-23-Delaware State-vs-Miami (FL)-m,2025-11-23,Delaware State,Miami (FL),Away,NR,NR
2289,2025-11-23-Delaware State-vs-Miami (FL)-m,2025-11-23,Miami (FL),Delaware State,Home,NR,NR
2290,2025-11-23-Quinnipiac-vs-Pitt-m,2025-11-23,Quinnipiac,Pitt,Away,NR,NR
2291,2025-11-23-Quinnipiac-vs-Pitt-m,2025-11-23,Pitt,Quinnipiac,Home,NR,NR
2292,2025-11-23-Detroit Mercy-vs-DePaul-m,2025-11-23,Detroit Mercy,DePaul,Away,NR,NR
2293,2025-11-23-Detroit Mercy-vs-DePaul-m,2025-11-23,DePaul,Detroit Mercy,Home,NR,NR
2294,2025-11-23-Winthrop-vs-Jackson State-m,2025-11-23,Winthrop,Jackson State,Away,NR,NR
2295,2025-11-23-Winthrop-vs-Jackson State-m,2025-11-23,Jackson State,Winthrop,Home,NR,NR
2296,2025-11-23-Lamar-vs-Montana-m,2025-11-23,Lamar,Montana,Away,NR,NR
2297,2025-11-23-Lamar-vs-Montana-m,2025-11-23,Montana,Lamar,Home,NR,NR
2298,2025-11-23-Norfolk State-vs-Wyoming-m,2025-11-23,Norfolk State,Wyoming,Away,NR,NR
